DRILLHOLE_NO,DH_NAME,DH_OTHER_NAME,lon_dd,lat_dd,max_depth_m,drill_date,TARGET_COMMODITIES,MINERAL_CLASS,PETROLEUM_CLASS,STRATIGRAPHIC_CLASS,WATER_WELL_CLASS,STRAT_LOG,LITHO_LOG,PETROPHYSICAL_LOG,CORE_LIBRARY,OPERATOR_NAME,TENEMENT,MAP_250000,dist_od_km,in_regional_window,strat_units_top_to_base,gis_codes_top_to_base,deepest_logged_base_m,oldest_age_rank,oldest_age_class,depth_top_pre_adelaidean_m,depth_top_crystalline_basement_m,first_pre_adelaidean_unit,first_crystalline_basement_unit,reached_pre_adelaidean,reached_crystalline_basement,pandurra_logged,hole_type,cutoff_t0,buffer_deg
19845,ROOPENA DDH 4,ROOPENA NO.4,137.3965388,-32.7186762,168.3,1968-08-20,,N,N,Y,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SI5304 PORT AUGUSTA,257.8,False,Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 1 > Fresh Well Formation unit 1 > Moonabie Formation,M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--01 > M-talf--01 > Y--x-o,168.3,4.0,Palaeoproterozoic,0.0,0.0,Roopena Basalt unit 2,Roopena Basalt unit 2,True,True,False,stratigraphic,1975-05-02,2.0
19796,ROOPENA DDH 1,ROOPENA RD 1,137.398676,-32.7188158,249.58,1967-09-25,,N,N,Y,N,Y,Y,N,Y,South Australia. Department of Mines and Energy., ,SI5304 PORT AUGUSTA,257.9,False,Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 1 > Fresh Well Formation unit 1 > Fresh Well Formation unit 1 > Moonabie Formation,M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--01 > M-talf--01 > M-talf--01 > Y--x-o,249.58,4.0,Palaeoproterozoic,1.22,1.22,Roopena Basalt unit 2,Roopena Basalt unit 2,True,True,False,stratigraphic,1975-05-02,2.0
19846,ROOPENA DDH 2,ROOPENA RD 2,137.4009197,-32.718953,120.3,1967-10-16,,N,N,Y,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SI5304 PORT AUGUSTA,257.9,False,Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Fresh Well Formation > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 1 > Moonabie Formation,M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talf > M-talr--02 > M-talr--02 > M-talr--01 > Y--x-o,120.47,4.0,Palaeoproterozoic,0.0,0.0,Roopena Basalt unit 2,Roopena Basalt unit 2,True,True,False,stratigraphic,1975-05-02,2.0
19847,ROOPENA DDH 3,ROOPENA NO.3,137.398676,-32.7188158,181.66,1968-07-18,,N,N,Y,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SI5304 PORT AUGUSTA,257.9,False,Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 2 > Roopena Basalt unit 1 > Fresh Well Formation unit 1 > Moonabie Formation,M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--02 > M-talr--01 > M-talf--01 > Y--x-o,175.87,4.0,Palaeoproterozoic,0.0,0.0,Roopena Basalt unit 2,Roopena Basalt unit 2,True,True,False,stratigraphic,1975-05-02,2.0
19972,DME DDH 8,PH 1,137.1391546,-32.7545744,337.1,1956-12-31,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,258.4,False,Quaternary rocks > Cooyerdoo Granite > breccia > Burrawing Amphibolite > Middleback Subgroup > Burrawing Amphibolite,IH > A----c > ------br > Y-h--r > AY-i > Y-h--r,337.1,5.0,Archaean,24.4,24.4,Cooyerdoo Granite,Cooyerdoo Granite,True,True,False,mineral,1975-05-02,2.0
139438,PUB 6,,137.5095505,-32.7044724,92.0,1975-03-07,Copper,Y,N,N,N,Y,N,N,Y,Australian Selection Pty Ltd.,EL 187,SI5304 PORT AUGUSTA,258.5,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Pandurra Formation,aI > N-hunt > M----p,92.0,3.0,Mesoproterozoic,82.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140269,BHP RP 2,,137.3671986,-32.7306594,83.8,1969-12-12,Base Metals,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,SML 204,SI5304 PORT AUGUSTA,258.6,False,Quaternary rocks > Roopena Basalt > Fresh Well Formation unit 1,IH > M-talr > M-talf--01,83.8,3.0,Mesoproterozoic,1.5,1.5,Roopena Basalt,Roopena Basalt,True,True,False,mineral,1975-05-02,2.0
140270,BHP RP 3,,137.3510466,-32.7330374,91.4,1969-12-12,Base Metals,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,SML 204,SI5304 PORT AUGUSTA,258.6,False,Quaternary rocks > Fresh Well Formation unit 2 > Moonabie Formation,IH > M-talf--02 > Y--x-o,91.4,4.0,Palaeoproterozoic,1.5,1.5,Fresh Well Formation unit 2,Fresh Well Formation unit 2,True,True,False,mineral,1975-05-02,2.0
19924,DME PH 2A,PH2A,137.1396356,-32.7568294,29.72,1956-07-27,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,258.6,False,Quaternary rocks > Middleback Subgroup,IH > AY-i,29.72,5.0,Archaean,12.0,12.0,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19926,DME PH 5,PH 5,137.1426886,-32.7568854,7.62,1956-09-21,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,258.7,False,Quaternary rocks > Cooyerdoo Granite,IH > A----c,7.62,5.0,Archaean,3.0,3.0,Cooyerdoo Granite,Cooyerdoo Granite,True,True,False,mineral,1975-05-02,2.0
19925,DME PH 3,PH 3,137.1396546,-32.7594174,77.72,1956-08-16,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,258.9,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,77.72,5.0,Archaean,23.0,23.0,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
19927,DME PH 8,PH 8,137.1384036,-32.7593124,65.84,1956-09-03,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,258.9,False,Quaternary rocks > Cooyerdoo Granite > Archaean unit 1 > Cooyerdoo Granite,IH > A----c > A-------01 > A----c,65.84,5.0,Archaean,7.0,7.0,Cooyerdoo Granite,Cooyerdoo Granite,True,True,False,mineral,1975-05-02,2.0
140324,PACMINEX EX 74,,137.4953695,-32.7130244,48.0,1974-03-12,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,259.1,False,Quaternary rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,IH > N-hueh > N-hunt > M----p,48.0,3.0,Mesoproterozoic,34.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140268,BHP RP 1,,137.3918486,-32.7308224,99.1,1969-12-12,Base Metals,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,SML 204,SI5304 PORT AUGUSTA,259.1,False,Quaternary rocks > Roopena Basalt > Moonabie Formation,IH > M-talr > Y--x-o,99.1,4.0,Palaeoproterozoic,1.8,1.8,Roopena Basalt,Roopena Basalt,True,True,False,mineral,1975-05-02,2.0
19919,DME KATUNGA HILLS DDH 1,KATUNGA HILLS 1,137.1389336,-32.7640914,565.8,1954-03-19,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,259.4,False,Quaternary rocks > Middleback Subgroup > Katunga Dolomite,IH > AY-i > AY-i-k,565.8,5.0,Archaean,13.1,13.1,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19937,DME PH 19,PH 19,137.1247656,-32.7661724,71.93,1957-05-01,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,259.5,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,71.93,5.0,Archaean,29.0,29.0,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140271,BHP RP 4,,137.3731546,-32.7379424,53.3,1969-12-12,Base Metals,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,SML 204,SI5304 PORT AUGUSTA,259.5,False,Quaternary rocks > Fresh Well Formation unit 2 > Fresh Well Formation unit 1,IH > M-talf--02 > M-talf--01,53.3,3.0,Mesoproterozoic,1.0,1.0,Fresh Well Formation unit 2,Fresh Well Formation unit 2,True,True,False,mineral,1975-05-02,2.0
140273,BHP RP 6,,137.3892126,-32.7360144,48.8,1969-12-12,Base Metals,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,SML 204,SI5304 PORT AUGUSTA,259.6,False,Quaternary rocks > Fresh Well Formation > Moonabie Formation,IH > M-talf > Y--x-o,48.8,4.0,Palaeoproterozoic,4.6,4.6,Fresh Well Formation,Fresh Well Formation,True,True,False,mineral,1975-05-02,2.0
140323,PACMINEX EX 73,,137.4957225,-32.7179774,24.0,1974-03-12,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,259.7,False,Quaternary rocks > Whyalla Sandstone > Pandurra Formation,IH > N-hueh > M----p,24.0,3.0,Mesoproterozoic,20.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
19922,DME DDH 7,DDH 7,137.1343756,-32.7672174,50.6,1956-07-31,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,259.7,False,Middleback Subgroup,AY-i,50.6,5.0,Archaean,0.0,0.0,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19935,DME PH 16,PH 16,137.1245366,-32.7681964,49.68,1957-03-25,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,259.7,False,Quaternary rocks > Middleback Subgroup,IH > AY-i,49.68,5.0,Archaean,48.8,48.8,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
140272,BHP RP 5,,137.3611796,-32.7410534,61.0,1969-12-12,Base Metals,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,SML 204,SI5304 PORT AUGUSTA,259.7,False,Fresh Well Formation > Fresh Well Formation,M-talf > M-talf,61.0,3.0,Mesoproterozoic,0.0,0.0,Fresh Well Formation,Fresh Well Formation,True,True,False,mineral,1975-05-02,2.0
19928,DME PH 9,PH 9,137.1358996,-32.7675614,54.48,1956-10-19,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,259.8,False,Quaternary rocks > Burrawing Amphibolite > Middleback Subgroup,IH > Y-h--r > AY-i,54.48,5.0,Archaean,18.3,18.3,Burrawing Amphibolite,Burrawing Amphibolite,True,True,False,mineral,1975-05-02,2.0
19936,DME PH 17,PH 17,137.1263306,-32.7695814,31.09,1957-04-09,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,259.9,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,31.09,5.0,Archaean,30.8,30.8,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140322,PACMINEX EX 72,,137.4910365,-32.7221274,7.0,1974-03-12,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,260.0,False,Quaternary rocks > Whyalla Sandstone > Pandurra Formation,IH > N-hueh > M----p,7.0,3.0,Mesoproterozoic,6.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
19934,DME PH 15,PH 15,137.1172426,-32.7716024,45.72,1957-02-19,Iron,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,260.1,False,Quaternary rocks > Palaeoproterozoic unit 46 > Middleback Subgroup,IH > Y-------46 > AY-i,45.72,5.0,Archaean,30.5,30.5,Palaeoproterozoic unit 46,Palaeoproterozoic unit 46,True,True,False,mineral,1975-05-02,2.0
140321,PACMINEX EX 71,,137.4988535,-32.7231444,9.0,1974-03-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,260.3,False,Quaternary rocks > Pandurra Formation,IH > M----p,9.0,3.0,Mesoproterozoic,6.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
19933,DME PH 14,PH 14,137.1179186,-32.7744674,27.43,1957-02-04,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,260.4,False,Quaternary rocks > Middleback Subgroup,IH > AY-i,27.43,5.0,Archaean,15.2,15.2,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19932,DME PH 13,PH 13,137.1149586,-32.7757084,32.0,1957-01-22,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,260.5,False,Quaternary rocks > Middleback Subgroup,IH > AY-i,32.0,5.0,Archaean,24.4,24.4,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19921,DME DDH 6,DDH 6,137.1324726,-32.7742214,106.3,1954-04-01,Iron,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,260.5,False,Middleback Subgroup > Burrawing Amphibolite > Middleback Subgroup,AY-i > Y-h--r > AY-i,106.3,5.0,Archaean,0.0,0.0,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19930,DME PH 11,PH 11,137.1180236,-32.7757464,20.4,1956-12-10,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,260.5,False,Quaternary rocks > Middleback Subgroup,IH > AY-i,20.4,5.0,Archaean,12.2,12.2,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19931,DME PH 12,PH 12,137.1158376,-32.7758464,16.76,1956-12-18,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,260.5,False,Quaternary rocks > Middleback Subgroup,IH > AY-i,16.76,5.0,Archaean,15.2,15.2,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19929,DME PH 10,PH 10,137.1171666,-32.7760674,10.97,1956-11-29,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,260.6,False,Quaternary rocks > Middleback Subgroup,IH > AY-i,10.97,5.0,Archaean,9.1,9.1,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
19920,DME KATUNGA HILLS DDH 2,KATUNGA HILLS 2,137.1230556,-32.7759234,246.6,1953-06-19,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,260.6,False,Quaternary rocks > Middleback Subgroup > Katunga Dolomite > Palaeoproterozoic unit 46 > Katunga Dolomite > Cooyerdoo Granite > Archaean unit 1,IH > AY-i > AY-i-k > Y-------46 > AY-i-k > A----c > A-------01,246.6,5.0,Archaean,5.8,5.8,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
140241,BHP KAT 6,,137.1014896,-32.7830594,22.5,1973-05-05,Uranium,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,EL 266,SI5304 PORT AUGUSTA,261.2,False,Quaternary rocks > Archaean rocks,IH > A-,22.5,5.0,Archaean,12.0,12.0,Archaean rocks,Archaean rocks,True,True,False,mineral,1975-05-02,2.0
140320,PACMINEX EX 70,,137.4953595,-32.7393554,33.3,1974-03-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,262.0,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hunt > N-xcak > M----p,33.3,3.0,Mesoproterozoic,30.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140240,BHP KAT 5,,137.1082896,-32.7929814,28.0,1973-05-05,Uranium,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,EL 266,SI5304 PORT AUGUSTA,262.4,False,Quaternary rocks > Archaean rocks,IH > A-,28.0,5.0,Archaean,6.0,6.0,Archaean rocks,Archaean rocks,True,True,False,mineral,1975-05-02,2.0
140278,DME PH 30,,137.1284416,-32.8030484,38.0,1969-12-12,Iron,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,263.6,False,Quaternary rocks > Gairdner Dolerite > Cooyerdoo Granite,IH > N----g > A----c,38.0,5.0,Archaean,24.0,24.0,Cooyerdoo Granite,Cooyerdoo Granite,True,True,False,mineral,1975-05-02,2.0
24131,PUB 7,,137.5310985,-32.7683224,114.0,1975-03-08,Copper,Y,N,N,N,Y,N,N,Y,Australian Selection Pty Ltd.,EL 187,SI5304 PORT AUGUSTA,265.9,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Pandurra Formation,aI > N-hunt > M----p,114.0,3.0,Mesoproterozoic,108.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
134099,A 169,,134.4732711,-29.2682993,38.7,1972-03-27,Water,N,N,N,Y,Y,N,N,N,South Australia. Department of Mines and Energy., ,SH5306 COOBER PEDY,266.8,False,Pleistocene rocks > Cadna-owie Formation > Mulgathing Complex,I- > K----c > AYm,38.7,5.0,Archaean,37.5,37.5,Mulgathing Complex,Mulgathing Complex,True,True,False,water,1975-05-02,2.0
140319,PACMINEX EX 69,,137.4807685,-32.7864444,37.5,1974-03-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,266.8,False,Quaternary rocks > Pandurra Formation,IH > M----p,37.5,3.0,Mesoproterozoic,13.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
5051,COMM RAILWAYS (A169) 15,,134.4786941,-29.2546583,38.7,1972-03-27,Water,N,N,N,Y,Y,N,N,Y,Commonwealth Railways of Australia., ,SH5306 COOBER PEDY,267.1,False,Quaternary rocks > Jurassic-Cretaceous unit 1 > Mulgathing Complex,IH > JK------01 > AYm,38.7,5.0,Archaean,37.5,37.5,Mulgathing Complex,Mulgathing Complex,True,True,False,water,1975-05-02,2.0
134158,CPB 7,,134.4477691,-29.2257773,34.29,1971-01-01,Aggregate,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SH5306 COOBER PEDY,271.3,False,Quaternary rocks > Jurassic-Cretaceous unit 1 > Mulgathing Complex > Mulgathing Complex,IH > JK------01 > AYm > AYm,34.29,5.0,Archaean,25.6,25.6,Mulgathing Complex,Mulgathing Complex,True,True,False,mineral,1975-05-02,2.0
132078,MCP 1,,134.4446961,-29.2230583,34.29,1972-04-27,Aggregate,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SH5306 COOBER PEDY,271.7,False,Quaternary rocks > Algebuckina Sandstone > Mulgathing Complex,IH > JK---a > AYm,34.29,5.0,Archaean,31.69,31.69,Mulgathing Complex,Mulgathing Complex,True,True,False,mineral,1975-05-02,2.0
147477,PACMINEX EX 62,,137.5315325,-32.8450304,35.0,1974-03-07,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,274.2,False,Umberatana Group unit 2 > Tapley Hill Formation > Pandurra Formation,N-hu----02 > N-hunt > M----p,35.0,3.0,Mesoproterozoic,33.53,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140318,PACMINEX EX 65,,137.4912555,-32.8753254,61.0,1974-03-08,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,276.7,False,Quaternary rocks > Pandurra Formation,IH > M----p,61.0,3.0,Mesoproterozoic,6.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147480,PACMINEX EX 66,,137.5441125,-32.8777774,30.48,1974-03-08,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,278.0,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Pandurra Formation,aI > N-hunt > M----p,30.48,3.0,Mesoproterozoic,27.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140851,URN 1,,135.860457,-28.0954653,63.55,1974-01-01,Uranium,Y,N,N,N,Y,N,Y,Y,Uranerz (Australia) Pty Ltd.,EL 110,SH5303 WARRINA,279.2,False,Callanna Group > Peake Metamorphics,N-xc > Y-he,63.55,4.0,Palaeoproterozoic,61.57,61.57,Peake Metamorphics,Peake Metamorphics,True,True,False,mineral,1975-05-02,2.0
140257,BHP MH 1,,137.3612635,-32.9498244,87.0,1970-12-12,Uranium,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,EL 266,SI5304 PORT AUGUSTA,282.6,False,Quaternary rocks > Broadview Schist,IH > Y-hb-b,87.0,4.0,Palaeoproterozoic,23.0,23.0,Broadview Schist,Broadview Schist,True,True,False,mineral,1975-05-02,2.0
16348,BUCKLEBOO SILO 1,,136.2076067,-32.9209504,6.1,1959-07-01,,N,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SI5303 YARDEA,283.2,False,Tertiary-Pleistocene rocks > Sleaford Complex,aI > AYs,6.1,5.0,Archaean,2.74,2.74,Sleaford Complex,Sleaford Complex,True,True,False,other,1975-05-02,2.0
140261,BHP MH 5,,137.3528695,-32.9684694,82.5,1973-12-12,Uranium,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,EL 266,SI5304 PORT AUGUSTA,284.5,False,Quaternary rocks > Broadview Schist,IH > Y-hb-b,82.5,4.0,Palaeoproterozoic,82.0,82.0,Broadview Schist,Broadview Schist,True,True,False,mineral,1975-05-02,2.0
140258,BHP MH 2,,137.3711195,-32.9685024,22.0,1973-12-12,Uranium,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,EL 266,SI5304 PORT AUGUSTA,284.8,False,Quaternary rocks > Broadview Schist,IH > Y-hb-b,22.0,4.0,Palaeoproterozoic,16.0,16.0,Broadview Schist,Broadview Schist,True,True,False,mineral,1975-05-02,2.0
140852,URN 2,,135.841727,-28.0427763,8.37,1974-01-01,Uranium,Y,N,N,N,Y,N,N,Y,Uranerz (Australia) Pty Ltd.,EL 110,SH5303 WARRINA,285.3,False,Wirriecurrie Granite,Y--j-w,8.37,4.0,Palaeoproterozoic,0.0,0.0,Wirriecurrie Granite,Wirriecurrie Granite,True,True,False,mineral,1975-05-02,2.0
16364,PINKAWILLINIE,,136.1576777,-32.9784614,36.27,1928-09-01,Water,N,N,N,Y,Y,Y,N,N,, ,SI5303 YARDEA,290.5,False,Pleistocene regolith/colluvial unit 4 > Hiltaba Suite,I---r---04 > M-th,36.0,3.0,Mesoproterozoic,9.0,9.0,Hiltaba Suite,Hiltaba Suite,True,True,False,water,1975-05-02,2.0
9200,SA RAILWAYS RH 11,,135.1615989,-32.8151023,2.83,1968-06-18,Construction Materials,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SI5303 YARDEA,310.4,False,Pleistocene regolith/colluvial unit 4 > Hiltaba Suite,I---r---04 > M-th,2.83,3.0,Mesoproterozoic,2.13,2.13,Hiltaba Suite,Hiltaba Suite,True,True,False,mineral,1975-05-02,2.0
9190,SA RAILWAYS RH 1,,135.1611299,-32.8150943,1.62,1968-06-18,Construction Materials,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SI5303 YARDEA,310.5,False,Pleistocene regolith/colluvial unit 4 > Hiltaba Suite,I---r---04 > M-th,1.62,3.0,Mesoproterozoic,1.37,1.37,Hiltaba Suite,Hiltaba Suite,True,True,False,mineral,1975-05-02,2.0
9214,SA RAILWAYS RH 25,,135.1602219,-32.8159443,5.49,1968-06-19,Construction Materials,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SI5303 YARDEA,310.6,False,Tertiary-Pleistocene rocks > Hiltaba Suite,aI > M-th,5.49,3.0,Mesoproterozoic,4.11,4.11,Hiltaba Suite,Hiltaba Suite,True,True,False,mineral,1975-05-02,2.0
9178,,,135.0974119,-32.7879893,45.72,1955-11-04,Water,N,N,N,Y,Y,Y,N,N,, ,SI5303 YARDEA,311.2,False,Wiabuna Formation > Pooraka Formation > Garford Formation > St Peter Suite,I---ew > I---ap > eI-i-g > Y--p,45.72,4.0,Palaeoproterozoic,42.67,42.67,St Peter Suite,St Peter Suite,True,True,False,water,1975-05-02,2.0
6092,E&WS - KUDDLEBA BORE,,134.8555389,-32.6454883,27.4,1913-08-01,Water,N,N,N,Y,Y,Y,N,Y,South Australia. Engineer in Chiefs Department., ,SI5302 STREAKY BAY,311.7,False,Bridgewater Formation > Garford Formation > St Peter Suite,I---cb > eI-i-g > Y--p,27.4,4.0,Palaeoproterozoic,22.25,22.25,St Peter Suite,St Peter Suite,True,True,False,water,1975-05-02,2.0
9189,SA RAILWAYS MDD 2,,135.1909409,-32.8437743,50.65,1966-11-30,Construction Materials,Y,N,N,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SI5303 YARDEA,311.7,False,Hiltaba Suite,M-th,50.65,3.0,Mesoproterozoic,0.0,0.0,Hiltaba Suite,Hiltaba Suite,True,True,False,mineral,1975-05-02,2.0
9188,SA BULK HANDLING MINNIPA SILO 3,,135.1527729,-32.8561743,9.14,1966-07-28,,N,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SI5303 YARDEA,314.7,False,Tertiary-Pleistocene rocks > Hiltaba Suite,aI > M-th,30.0,3.0,Mesoproterozoic,20.5,20.5,Hiltaba Suite,Hiltaba Suite,True,True,False,other,1975-05-02,2.0
9186,SA BULK HANDLING MINNIPA SILO 1,,135.1524389,-32.8556523,6.4,1958-07-16,,N,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SI5303 YARDEA,314.7,False,Tertiary-Pleistocene rocks > Hiltaba Suite,aI > M-th,6.4,3.0,Mesoproterozoic,6.17,6.17,Hiltaba Suite,Hiltaba Suite,True,True,False,other,1975-05-02,2.0
